Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Img_Type,Img_Folder,Img_Side,Img_Album
José Basso,Orquesta José Basso,1970,Adiós Pampa Mía,,Tango,Instrumental,Almalí,,,30007,"Francisco Canaro, Mariano Mores",Ivo Pelay,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,El Llorón,,Tango,Instrumental,Almalí,,,30007,Juan Maglio,Enrique Cadícamo,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,El Amanecer,,Tango,Instrumental,Almalí,,,30007,Roberto Firpo,,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,Brazo de Oro,,Tango,Instrumental,Almalí,,,30007,José Basso,,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,Sentimiento Gaucho,,Tango,Instrumental,Almalí,,,30007,"Francisco Canaro, Rafael Canaro",Juan Caruso,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,A Media Luz,,Tango,Instrumental,Odeón,,,,Edgardo Donato,Carlos Lenzi,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Adiós Muchachos,,Tango,Instrumental,Odeón,,,,Julio Sanders,"César Vedani, Carol Raven",,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Adiós Pampa Mía,,Tango,Instrumental,Odeón,,,,"Francisco Canaro, Mariano Mores",Ivo Pelay,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Brazo de Oro,,Tango,Instrumental,Odeón,,,,José Basso,,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Caminito,,Tango,Instrumental,Odeón,,,,Juan Filiberto,Gabino Peñaloza,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Don Juan,Mozos Guapos,Tango,Instrumental,Odeón,,,,Ernesto Ponzio,Ricardo Podestá,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,El Amanecer,,Tango,Instrumental,Odeón,,,,Roberto Firpo,,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,El Esquinazo,,Milonga,Instrumental,Odeón,,,,Ángel Villoldo,"Carlos Pesce, Antonio Polito",,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,El Llorón,,Milonga,Instrumental,Odeón,,,,Juan Maglio,Enrique Cadícamo,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Inspiración,Inspiración,Tango,Instrumental,Odeón,,,,Peregrino Paulos,Luis Rubistein,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,El Cuatro de Pepe Basso,1983,La Cumparsita,Si Supieras,Tango,Instrumental,Odeón,,,,Gerardo Rodríguez,"Pascual Contursi, Enrique Maroni, Gerardo Rodríguez",,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Sentimiento Gaucho,,Tango,Instrumental,Odeón,,,,"Francisco Canaro, Rafael Canaro",Juan Caruso,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1983,Yira Yira,,Tango,Instrumental,Odeón,,,,Enrique Discépolo,Enrique Discépolo,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1985,Mi Dolor,,Tango,Gloria Díaz,Odeón,,,,Carlos Marcucci,Manuel Meaños,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1985,Viejo Rincón,,Tango,Gloria Díaz,Odeón,,,,Raúl De Los Hoyos,Roberto Cayol,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Amigos Que Yo Quiero,,Tango,Eduardo Borda,Odeón,,,29.024,Hugo Gutiérrez,Hugo Gutiérrez,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Amor y Tango,,Tango,Eduardo Borda,Odeón,,,29.024,José Basso,Carlos Bahr,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Con Alma y Vida,,Milonga,Eduardo Borda Y Quique Ojeda,Odeón,,,29024,Carlos Di Sarli,Héctor Marcó,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Desorientado,,Tango,Eduardo Borda,Odeón,,,29.024,"Miguel Caló, Marvil, Oscar Rubens","Miguel Caló, Marvil, Oscar Rubens",,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Después del Carnaval,,Tango,Eduardo Borda Y Quique Ojeda,Odeón,,,,José Keen,José Keen,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Doble A,,Tango,Instrumental,Odeón,,,29.024,José Basso,,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,El Viejo Vals,,Vals,Eduardo Borda Y Quique Ojeda,Odeón,,,29.024,Carlos Pérez,José Castillo,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,La Capilla Blanca,,Tango,Quique Ojeda,Odeón,,,2924,Carlos Di Sarli,Héctor Marcó,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Once y Uno,11 y 1,Tango,Instrumental,Odeón,,,29.024,José Basso,,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Pobre Flor,Primera Ilusión,Vals,Eduardo Borda Y Quique Ojeda,Odeón,,,29.024,Luis Mottolese,Víctor Spíndola,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Pájaro Ciego,,Tango,Quique Ojeda,Odeón,,,29.024,Antonio Bonavena,Lito Bayardo,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Rosicler,,Tango,Quique Ojeda,Odeón,,,29.024,José Basso,Francisco Jiménez,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Tristeza Marina,,Tango,Quique Ojeda,Odeón,,,29.024,"José Dames, Roberto Chato",Horacio Sanguinetti,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1986,Un Tango y Nada Más,,Tango,Eduardo Borda,Odeón,,,29.024,"Armando Lacava, Juan Pomati",Carlos Waiss,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
